Bedroom,Bathroom,Property Size,Facilities,Building Name,Developer,Tenure Type,Address,Completion Year,# of Floors,Total Units,Property Type,Parking Lot,Floor Range,Land Title,price,state,facility_count,price_per_sqft
4.0,4.0,1561,"Squash Court, Sauna, Swimming Pool, Lift, Minimart, Playground, Gymnasium, Multipurpose hall, Parking, Security",Ferringhi Residence 2,Uptrend Housing Development Sdn Bhd (Mah Sing Group Berhad),Freehold,"Off Jalan Batu Ferringhi, Batu Ferringhi, Penang",2020.0,32,632,Condominium,3,,Non Bumi Lot,548000,Penang,10,351.0570147341448
1.0,1.0,590,"Gymnasium, Parking, Playground, Swimming Pool, Squash Court, Security, Lift, Sauna, Barbeque area, Minimart, Multipurpose hall",Regalia Residence,Mayland Group,Freehold,"Jalan Sultan Ismail, Jalan Sultan Ismail, Kuala Lumpur",2012.0,38,1033,Service Residence,1,High,Non Bumi Lot,460000,Kuala Lumpur,11,779.6610169491526
3.0,2.0,1068,Squash Court,M Condominium @ Larkin,MB Group,Leasehold,"Off Susur Larkin Perdana 2, Larkin,, Johor Bahru, Johor",2016.0,,944,Condominium,1,High,Non Bumi Lot,450000,Johor,1,421.34831460674155
3.0,2.0,1068,Squash Court,M Condominium @ Larkin,MB Group,Leasehold,"Off Susur Larkin Perdana 2, Larkin,, Johor Bahru, Johor",2016.0,,944,Condominium,1,Medium,Non Bumi Lot,445000,Johor,1,416.6666666666667
3.0,2.0,1100,"Playground, Security, Swimming Pool, Jogging Track, Minimart, Parking, Lift, Gymnasium, Multipurpose hall",Bistari Impian Apartment,,Leasehold,"Jalan Serantau, Off Jalan Dato Jaafar, Johor Bahru, Johor",2006.0,16,512,Apartment,1,High,Non Bumi Lot,360000,Johor,9,327.27272727272725
4.0,2.0,1390,"Gymnasium, Barbeque area, Security, Multipurpose hall, Minimart, Playground, Swimming Pool, Parking, Lift, Jogging Track, Club house",Austin Suites,Mah Sing Group Berhad,Freehold,"Jalan Austin Perdana 1, Johor Bahru, Johor",2014.0,21,460,Service Residence,2,Low,Non Bumi Lot,470000,Johor,11,338.1294964028777
3.0,2.0,1224,,Vista Komanwel A,,Freehold,"Jalan Barat, Bandar Bukit Jalil, Bukit Jalil, Kuala Lumpur",,18,,Condominium,1,Low,Non Bumi Lot,390000,Kuala Lumpur,,318.62745098039215
3.0,2.0,1030,"Gymnasium, Tennis Court, Jogging Track, Sauna, Parking, Security, Swimming Pool, Playground",Magna Ville Condominium,Magna Park Sdn Bhd,Leasehold,"Off Lebuhraya Selayang - Kepong, Taman Selayang Jaya, Selayang, Selangor",2010.0,22,1074,Condominium,1,Medium,Non Bumi Lot,260000,Selangor,8,252.4271844660194
2.0,1.0,689,"Minimart, Parking, Security, Playground",Arena Green,Berjaya Land,Freehold,"Jalan 1/115a, Bukit Jalil, Bukit Jalil, Kuala Lumpur",2000.0,11,1240,Condominium,1,High,Non Bumi Lot,270000,Kuala Lumpur,4,391.8722786647315
3.0,2.0,800,"Minimart, Playground, Security, Parking",Arena Green,Berjaya Land,Freehold,"Jalan 1/115a, Bukit Jalil, Bukit Jalil, Kuala Lumpur",2000.0,11,1240,Condominium,1,Low,Non Bumi Lot,340000,Kuala Lumpur,4,425.0
2.0,1.0,550,,Bandar Teknologi Kajang Flat,,Freehold,"Bandar Teknologi Kajang, Semenyih, Semenyih, Selangor",,,,Flat,,High,Non Bumi Lot,65000,Selangor,,118.18181818181819
3.0,2.0,947,,The Aliff Residences,MB Group,Leasehold,"Jalan Tampoi,, Johor Bahru, Johor",,,,Service Residence,,Low,Bumi Lot,400000,Johor,,422.3864836325238
2.0,1.0,531,,Seksyen 1 Wangsa Maju Flat,,Leasehold,"Jalan 3/27A Seksyen 1, Wangsa Maju, Kuala Lumpur",,,,Flat,,Medium,Bumi Lot,185000,Kuala Lumpur,,348.39924670433146
3.0,2.0,710,,Apartment Bayu,,Leasehold,"Jalan PJU 10/4, Damansara Damai, Petaling Jaya, Selangor",,5,40,Apartment,1,,Non Bumi Lot,280000,Selangor,,394.36619718309856
3.0,2.0,1100,"Security, Parking, Playground, Lift, Swimming Pool",Subang Ville Aman Luxury,,Freehold,"Jalan PJS 10/11, SS 10, Taman Sri Subang, Petaling Jaya, Selangor",,11,60,Condominium,1,Medium,Non Bumi Lot,380000,Selangor,5,345.45454545454544
3.0,2.0,732,"Parking, Security, Playground",Taman Cemerlang,,Freehold,"Block 224, Jalan Jelutong, Jelutong, Penang",1997.0,5,160,Apartment,1,Medium,Non Bumi Lot,300000,Penang,3,409.8360655737705
3.0,2.0,1100,"Security, Gymnasium, Tennis Court, Swimming Pool, Sauna, Barbeque area, Parking, Minimart, Playground",Sri Putramas,Mayland,Freehold,"No. 1, Jalan Putramas 1, Off Jalan Kuching, Jalan Kuching, Kuala Lumpur",2004.0,25,1220,Condominium,1,,Non Bumi Lot,400000,Kuala Lumpur,9,363.6363636363636
2.0,2.0,845,"Parking, Security, Lift, Swimming Pool, Playground, Multipurpose hall, Gymnasium, Sauna, Barbeque area, Minimart, Jogging Track",Razak City Residences,Razak City Residences,Freehold,"Razak City, Lebuhraya Sungai Besi Besraya, Sungai Besi, Kuala Lumpur",,,,Service Residence,,Medium,Non Bumi Lot,340000,Kuala Lumpur,11,402.36686390532543
3.0,2.0,657,,Tasek Seri Alam,,Freehold,"Jalan Tasek 64, Pasir Gudang, Johor",,,,Flat,,High,Bumi Lot,135000,Johor,,205.4794520547945
3.0,2.0,1050,"Gymnasium, Parking, Playground, Multipurpose hall, Security, Lift, Swimming Pool, Barbeque area",Legend Height,JL99 Group,Leasehold,"Jalan Udang Siar 2, Taman Sri Segambut, Segambut, Kuala Lumpur",,40,558,Service Residence,2,Medium,Non Bumi Lot,575000,Kuala Lumpur,8,547.6190476190476
3.0,2.0,1055,"Parking, Security, Lift, Swimming Pool, Playground, Gymnasium, Sauna, Barbeque area, Minimart, Multipurpose hall, Club house, Jogging Track, Tennis Court, Squash Court",Puncak Saujana,,Freehold,"Persiaran Puncak Saujana, Kajang, Selangor",,,,Apartment,2,High,Bumi Lot,290000,Selangor,14,274.8815165876777
3.0,2.0,1300,"Playground, Tennis Court, Sauna, Squash Court, Club house, Security, Swimming Pool, Gymnasium, Jogging Track, Parking, Minimart, Lift, Barbeque area",Setia Tri-Angle Residential Condominiums,Setia Promenade Sdn Bhd (SP Setia),Freehold,"Persiaran Kelicap, Bayan Lepas, Penang",2015.0,6,225,Condominium,2,,Non Bumi Lot,538000,Penang,13,413.84615384615387
3.0,2.0,850,"Parking, Security, Lift, Swimming Pool, Playground, Gymnasium, Sauna, Barbeque area, Minimart, Multipurpose hall, Club house, Jogging Track, Tennis Court, Squash Court",Alam Budiman (Sri Budiman),SHL Consolidated Berhad,Freehold,"Jalan Pulau Lumut U10/76f, Setia Alam, Selangor",,,536,Apartment,1,High,Bumi Lot,230000,Selangor,14,270.5882352941176
4.0,2.0,1533,"Parking, Security, Lift, Swimming Pool, Gymnasium, Barbeque area, Minimart, Multipurpose hall",Sri Suajaya Condominiums,,Freehold,"Jalan Kampung Bandar Dalam, Sentul, Kuala Lumpur",1996.0,18,500,Condominium,1,Medium,Bumi Lot,380000,Kuala Lumpur,8,247.87997390737118
1.0,1.0,460,"Parking, Swimming Pool, Minimart, Playground, Security, Lift, Gymnasium, Tennis Court, Jogging Track",Vista Impiana,LBS Bina Group Berhad,Leasehold,"Jalan Bukit Serdang 10/2, Taman Bukit Serdang, Seri Kembangan, Selangor",2004.0,21,,Condominium,1,Medium,Non Bumi Lot,173000,Selangor,9,376.0869565217391
3.0,2.0,950,"Parking, Security, Lift, Swimming Pool, Playground, Gymnasium, Sauna, Barbeque area, Minimart, Multipurpose hall, Club house, Jogging Track, Tennis Court, Squash Court",D'Cerrum Apartment,SP Setia Berhad,Freehold,"Jalan Ecohill 1/2, Semenyih, Selangor",2019.0,,635,Apartment,2,High,Bumi Lot,260000,Selangor,14,273.6842105263158
3.0,2.0,750,"Parking, Security, Lift, Playground, Gymnasium, Sauna, Barbeque area, Minimart, Multipurpose hall, Club house, Jogging Track, Tennis Court, Squash Court",De Cendana,,Freehold,"Persiaran Setia Makmur, Setia Alam, Selangor",,,,Apartment,,Low,Bumi Lot,250000,Selangor,13,333.3333333333333
2.0,2.0,856,"Parking, Security, Lift, Swimming Pool, Playground, Gymnasium, Sauna, Barbeque area, Minimart, Multipurpose hall, Club house, Jogging Track, Tennis Court, Squash Court",Maxim Citilights,Meridian Maxim Sdn Bhd,Leasehold,"Jalan Sentul Pasar, Sentul Pasar, Sentul, Kuala Lumpur",2017.0,36,1338,Service Residence,1,High,Non Bumi Lot,315000,Kuala Lumpur,14,367.9906542056075
3.0,2.0,850,"Parking, Security, Lift, Swimming Pool, Playground, Gymnasium, Sauna, Barbeque area, Minimart, Multipurpose hall, Club house, Jogging Track, Tennis Court, Squash Court",Laguna Biru,SPNB,Leasehold,"Jalan Tasik Biru 1 Off Jalan Setia, Kundang, Rawang, Selangor",,,891,Apartment,1,High,Bumi Lot,180000,Selangor,14,211.76470588235293
3.0,2.0,947,"Parking, Jogging Track, Barbeque area, Club house, Playground, Tennis Court, Security, Gymnasium, Sauna",The Spring,IJM LAND BERHAD,Leasehold,"Lebuh Sungai Pinang 2, Jelutong, Penang",2017.0,22,396,Condominium,2,,Non Bumi Lot,560000,Penang,9,591.3410770855332
3.0,2.0,925,"Parking, Jogging Track, Barbeque area, Club house, Playground, Tennis Court, Security, Gymnasium, Sauna",The Spring,IJM LAND BERHAD,Leasehold,"Lebuh Sungai Pinang 2, Jelutong, Penang",2017.0,22,396,Condominium,2,,Non Bumi Lot,502000,Penang,9,542.7027027027027
2.0,2.0,795,"Lift, Parking, Security, Swimming Pool, Gymnasium",The Clovers,Asia Green Group,Freehold,"Jalan Merbah Off Jalan Dato Ismail Hashim, Sungai Ara, Penang",2017.0,42,670,Condominium,2,,Non Bumi Lot,400000,Penang,5,503.1446540880503
3.0,3.0,1598,"Parking, Swimming Pool, Lift, Gymnasium, Security",The Clovers,Asia Green Group,Freehold,"Jalan Merbah Off Jalan Dato Ismail Hashim, Sungai Ara, Penang",2017.0,42,670,Condominium,2,,Non Bumi Lot,610000,Penang,5,381.7271589486859
3.0,2.0,1483,"Parking, Security, Lift, Swimming Pool, Multipurpose hall, Minimart, Sauna, Barbeque area, Gymnasium, Playground, Club house",Green Haven @ Kota Puteri,Welton Development Sdn. Bhd.,Freehold,"Kota Puteri, Masai, Johor",2017.0,46,1134,Service Residence,2,High,Non Bumi Lot,558888,Johor,11,376.8631153068105
3.0,2.0,753,"Parking, Security, Swimming Pool, Lift, Playground, Barbeque area",Simfoni @ Eco Majestic,,Freehold,"Jalan Eco Majestic 3A/5, Semenyih, Selangor",,,,Apartment,,,Non Bumi Lot,185000,Selangor,6,245.68393094289507
3.0,2.0,1214,"Minimart, Security, Parking, Lift, Swimming Pool, Playground, Barbeque area, Sauna, Gymnasium, Jogging Track, Tennis Court, Squash Court",Sky Loft Premium Suites @ Bukit Indah,Setia Promenade Sdn Bhd (SP Setia),Freehold,"Jalan Indah 15/2, Bukit Indah, Johor Bahru, Johor",,,374,Service Residence,1,Medium,Non Bumi Lot,520000,Johor,12,428.33607907743
3.0,2.0,1033,"Security, Gymnasium, Parking, Lift, Swimming Pool, Playground, Barbeque area, Multipurpose hall",Mutiara Residence,,Leasehold,"Jalan Raya 4, Seri Kembangan, Selangor",,,228,Service Residence,,,Non Bumi Lot,290000,Selangor,8,280.7357212003872
3.0,2.0,850,"Parking, Security, Lift, Swimming Pool, Playground",Residensi Laguna Biru 2,,Leasehold,"Jalan Tasik Biru 2, Rawang, Selangor",,,,Apartment,2,,Non Bumi Lot,230000,Selangor,5,270.5882352941176
3.0,2.0,1033,"Barbeque area, Security, Gymnasium",Mutiara Residences @ Serdang,Andaman Group,Leasehold,"Jalan Raya Satu, Off Jalan Raya 4, Seri Kembangan, Selangor",2014.0,12,228,Service Residence,,,Non Bumi Lot,290000,Selangor,3,280.7357212003872
3.0,2.0,850,"Swimming Pool, Playground, Lift, Parking, Security, Gymnasium",M Vertica,Mah Sing Group Berhad,Leasehold,"Off Jalan Cheras, Taman Pertama, Cheras, Kuala Lumpur",2023.0,50,3600,Condominium,1,,Non Bumi Lot,480000,Kuala Lumpur,6,564.7058823529412
2.0,2.0,650,"Lift, Barbeque area, Parking, Security, Playground, Swimming Pool, Gymnasium",Majestic Maxim,Maxim Holdings,Leasehold,"Jalan 9/142, Taman Connaught, Cheras, Kuala Lumpur",2021.0,44,2136,Service Residence,1,High,Non Bumi Lot,380000,Kuala Lumpur,7,584.6153846153846
3.0,2.0,819,"Parking, Security, Swimming Pool, Playground, Gymnasium, Lift",Majestic Maxim,Maxim Holdings,Leasehold,"Jalan 9/142, Taman Connaught, Cheras, Kuala Lumpur",2021.0,44,2136,Service Residence,1,High,Non Bumi Lot,440000,Kuala Lumpur,6,537.2405372405373
3.0,2.0,1400,"Parking, Security, Lift, Swimming Pool, Playground, Gymnasium, Sauna, Barbeque area",Tanjung Park Condominium,,Freehold,"Persiaran Lengkuas, Tanjong Tokong, Penang",2003.0,25,285,Condominium,2,Low,Non Bumi Lot,750000,Penang,8,535.7142857142857
3.0,2.0,850,"Parking, Security, Lift, Swimming Pool, Playground, Gymnasium, Sauna, Barbeque area, Minimart, Multipurpose hall, Club house, Jogging Track, Tennis Court, Squash Court",Lakefront Homes @ Cyberjaya,LakeFront Residence Sdn Bhd,Freehold,"Lot 108634, Persiaran Sepang, Cyber 11, Cyberjaya, Selangor",2021.0,42,1311,Condominium,2,High,Bumi Lot,311000,Selangor,14,365.88235294117646
3.0,2.0,956,"Parking, Security, Lift, Swimming Pool, Playground, Gymnasium, Sauna, Barbeque area, Minimart, Multipurpose hall, Club house, Jogging Track, Tennis Court, Squash Court",Savanna Executive Suites,Mah Sing Group Berhad,Freehold,"Lebuhraya KL-Serermban, Sungai Besi, Bangi, Selangor",,,,Service Residence,2,High,Bumi Lot,290000,Selangor,14,303.34728033472805
3.0,2.0,750,"Parking, Security, Lift, Swimming Pool, Playground, Gymnasium, Sauna, Barbeque area, Minimart, Multipurpose hall, Club house, Jogging Track, Tennis Court, Squash Court",Suria Rafflesia,Sunsuria Berhad,Freehold,"Precinct 12 Off Persiaran Setia Prima, Setia Alam, Selangor",,10,360,Apartment,2,Low,Bumi Lot,270000,Selangor,14,360.0
3.0,2.0,1012,"Parking, Playground, Gymnasium, Swimming Pool, Barbeque area, Security, Jogging Track",Summer Place,Jelutong Development Sdn. Bhd. (IJM Land),Leasehold,"Lebuh Sungai Pinang 8, Jelutong, Georgetown, Penang",2011.0,22,531,Condominium,2,,Non Bumi Lot,660000,Penang,7,652.1739130434783
3.0,3.0,1598,"Parking, Security, Swimming Pool, Lift, Gymnasium, Playground, Barbeque area",The Clovers,Asia Green Group,Freehold,"Jalan Merbah Off Jalan Dato Ismail Hashim, Sungai Ara, Penang",2017.0,42,670,Condominium,2,,Non Bumi Lot,615000,Penang,7,384.8560700876095
3.0,2.0,1165,"Security, Barbeque area, Playground, Gymnasium, Swimming Pool, Jogging Track",The Golden Triangle,GSV Development Sdn Bhd,Freehold,"Jalan Paya Terubong, Off Jalan Dato Ismail Hashim, Relau, Penang",2021.0,,406,Condominium,1,,Non Bumi Lot,499000,Penang,6,428.3261802575107
4.0,2.0,1161,"Barbeque area, Parking, Security, Playground, Jogging Track, Gymnasium",Golden Triangle 2,GSV Development Sdn Bhd,Freehold,"Jalan Dato Ismail Hashim, Sungai Ara, Penang",2021.0,38,406,Condominium,2,,Non Bumi Lot,680000,Penang,6,585.7019810508183
3.0,2.0,1161,"Security, Playground, Gymnasium, Parking, Jogging Track, Barbeque area",Golden Triangle 2,GSV Development Sdn Bhd,Freehold,"Jalan Dato Ismail Hashim, Sungai Ara, Penang",2021.0,38,406,Condominium,2,,Non Bumi Lot,645000,Penang,6,555.5555555555555
5.0,4.0,3000,"Playground, Swimming Pool, Security, Gymnasium, Jogging Track, Barbeque area",The Golden Triangle,GSV Development Sdn Bhd,Freehold,"Jalan Paya Terubong, Off Jalan Dato Ismail Hashim, Relau, Penang",2021.0,,406,Condominium,3,,Non Bumi Lot,950000,Penang,6,316.6666666666667
4.0,3.0,1650,"Multipurpose hall, Security, Swimming Pool, Playground, Gymnasium, Barbeque area, Sauna, Parking",Fiera Vista,Ideal Property Group,Freehold,"Jalan Tun Dr Awang, Bayan Lepas, Penang",2014.0,16,470,Condominium,2,,Non Bumi Lot,750000,Penang,8,454.54545454545456
3.0,2.0,780,"Barbeque area, Security, Minimart, Playground, Parking, Lift",Kinrara Putri,,Leasehold,"Jalan TK 4/12, Taman Kinrara Seksyen 4, Puchong, Selangor",,,,Apartment,1,Medium,Non Bumi Lot,258000,Selangor,6,330.7692307692308
5.0,2.0,1164,"Playground, Jogging Track, Security, Swimming Pool, Parking, Minimart",Melawis Apartment,,Freehold,"Jalan Pendidikan 1, Skudai, Johor",,5,,Apartment,,Medium,Non Bumi Lot,298888,Johor,6,256.7766323024055
3.0,2.0,1020,"Parking, Swimming Pool, Security, Barbeque area, Playground, Gymnasium",Fortuna Court,Sunrise Berhad,Freehold,"Jalan Awan Cina, Taman Yarl, Old Klang Road, Kuala Lumpur",1989.0,12,140,Condominium,1,,Non Bumi Lot,330000,Kuala Lumpur,6,323.52941176470586
3.0,2.0,990,"Security, Swimming Pool, Playground, Parking, Multipurpose hall, Minimart, Lift, Gymnasium",Diamond Regency,Renown Inspiration,Freehold,"No.18 Jalan 3/50, Off Jalan Gombak, Setapak, Kuala Lumpur",2007.0,20,196,Condominium,2,,Non Bumi Lot,410000,Kuala Lumpur,8,414.14141414141415
3.0,2.0,650,"Parking, Lift, Playground, Minimart, Multipurpose hall",Pangsapuri Segar Ria,,Freehold,"Off Jalan Manis, Taman Segar, Cheras, Kuala Lumpur",,16,,Apartment,,Medium,Bumi Lot,160000,Kuala Lumpur,5,246.15384615384616
3.0,2.0,682,"Security, Playground, Parking, Minimart, Jogging Track",Seroja Apartment,S P Setia Bhd,Freehold,"Jalan Setia Murni U13/50, Setia Alam, Selangor",,5,,Apartment,1,Medium,Bumi Lot,200000,Selangor,5,293.2551319648094
3.0,2.0,1024,,Lily & Jasmine,,Leasehold,"Taman Tampoi Indah, Johor Bahru, Johor",,4,,Apartment,,Low,Non Bumi Lot,299000,Johor,,291.9921875
3.0,2.0,1018,"Lift, Security, Parking, Swimming Pool, Playground, Gymnasium",The Holmes,Aset Kayamas,Leasehold,"Jalan Yaacob Latif,, Cheras, Kuala Lumpur",,,,Condominium,2,,Non Bumi Lot,470000,Kuala Lumpur,6,461.6895874263261
3.0,2.0,1250,"Parking, Gymnasium, Security, Lift, Swimming Pool, Playground",Vina Versatile Homes,Mitraland Group,Freehold,"Jalan Seri Taming, Taman Seri Taming,, Cheras, Kuala Lumpur",2016.0,,474,Condominium,2,,Non Bumi Lot,450000,Kuala Lumpur,6,360.0
3.0,3.0,1106,"Playground, Swimming Pool, Jogging Track, Barbeque area, Sauna, Security, Gymnasium, Multipurpose hall, Parking, Lift",The Holmes 2,Aset Kayamas Sdn Bhd,Leasehold,"Jalan Jujur, Bandar Tun Razak, Cheras, Kuala Lumpur",2021.0,43,493,Condominium,2,High,Non Bumi Lot,530000,Kuala Lumpur,10,479.20433996383366
3.0,2.0,1150,"Gymnasium, Parking, Minimart, Swimming Pool, Security, Playground, Barbeque area",Wangsa Metroview,Peluang Mutiara,Freehold,"No. 1A, Jalan Metro Wangsa, Wangsa Maju, Kuala Lumpur",2005.0,,,Condominium,1,,Non Bumi Lot,380000,Kuala Lumpur,7,330.4347826086956
2.0,1.0,514,,Flat Bandar Selasa Jaya Silat Lincah,,Freehold,"9, Jalan Silat Lincah 6, Bandar Selesa Jaya, 81300 Skudai, Johor, Johor, Skudai",,,,Flat,,Medium,Non Bumi Lot,108000,Skudai,,210.11673151750972
1.0,1.0,506,,The Garden Residences,Scientex (Skudai),Leasehold,"Jalan Persiaran Mutiara Mas, Skudai, Johor",2021.0,21,613,Condominium,,High,Non Bumi Lot,225000,Johor,,444.6640316205534
3.0,2.0,1050,,Desa View Towers Apartment,,Freehold,"Jalan Kolam Air, Setapak, Kuala Lumpur",1993.0,14,,Apartment,1,,Non Bumi Lot,285000,Kuala Lumpur,,271.42857142857144
2.0,1.0,667,,Beverly Hills 2,,Leasehold,"Jalan Bundusan, Kota Kinabalu, Sabah",,,,Apartment,,High,Non Bumi Lot,238000,Sabah,,356.8215892053973
3.0,2.0,850,"Security, Jogging Track, Minimart, Playground",Taman Larkin Idaman Plot C,,Leasehold,"Jalan Idaman Utama, Johor Bahru, Johor",2009.0,13,,Apartment,,High,Non Bumi Lot,218000,Johor,4,256.47058823529414
3.0,2.0,850,"Parking, Security, Swimming Pool, Playground, Lift, Jogging Track",Apartment Ria 2 @ Taman Megah Ria Masai,,Freehold,"Taman Megah Ria, Masai, Johor",,,,Apartment,,Low,Non Bumi Lot,218000,Johor,6,256.47058823529414
3.0,2.0,914,,Sky88 Residence Bundusan,,Freehold,"Bundusan, Sabah, Kota Kinabalu",,,,Condominium,1,Medium,Non Bumi Lot,537500,Kota Kinabalu,,588.074398249453
3.0,2.0,1050,"Playground, Jogging Track, Security, Swimming Pool, Parking, Gymnasium",One Imperial,Ideal Property Group,Freehold,"Off Jalan Dato Ismail Hashim, Sungai Ara, Penang",2016.0,20,771,Condominium,2,,Non Bumi Lot,545000,Penang,6,519.047619047619
3.0,2.0,1200,"Parking, Gymnasium, Swimming Pool, Jogging Track, Playground, Security",One Imperial,Ideal Property Group,Freehold,"Off Jalan Dato Ismail Hashim, Sungai Ara, Penang",2016.0,20,771,Condominium,2,,Non Bumi Lot,550000,Penang,6,458.3333333333333
4.0,2.0,1270,"Security, Gymnasium, Barbeque area, Parking, Playground, Swimming Pool, Lift",Greenlane Park,,Freehold,"Solok Tembaga, Island Park, Greenlane, Penang",2005.0,27,,Condominium,2,,Non Bumi Lot,670000,Penang,7,527.5590551181102
4.0,2.0,1487,"Multipurpose hall, Security, Barbeque area, Parking, Swimming Pool, Gymnasium, Lift, Playground",98 Nibong Residence,PLB Land Sdn Bhd,Freehold,"Persiaran Pantai Jerjak 1, Kampung Sungai Nibong, Bayan Lepas, Penang",2015.0,18,107,Condominium,3,,Non Bumi Lot,875000,Penang,8,588.4330867518494
3.0,2.0,960,"Security, Parking, Playground",Pangsapuri Seri Siantan,,Leasehold,"Jalan Serdang Raya 5/5, Taman Serdang Raya, 43300, Seri Kembangan, Selangor",,8,,Apartment,1,High,Non Bumi Lot,295000,Selangor,3,307.2916666666667
1.0,1.0,667,"Swimming Pool, Multipurpose hall, Gymnasium, Playground, Barbeque area, Security, Sauna, Parking, Lift",KU Suites,Paramount Property,Freehold,"Jalan Bukit Kemuning, Off Jalan Kemuning Prima, Kemuning Utama, Shah Alam, Selangor",2015.0,18,238,Service Residence,2,Medium,Non Bumi Lot,380000,Selangor,9,569.7151424287856
3.0,2.0,1700,"Security, Playground, Gymnasium, Barbeque area, Swimming Pool, Multipurpose hall, Parking, Lift",The Edge Residen,Dergahayu Sdn Bhd,Leasehold,"Persiaran Subang Indah, Subang Jaya, Selangor",2018.0,29,447,Service Residence,3,Medium,Non Bumi Lot,625000,Selangor,8,367.6470588235294
4.0,2.0,1364,"Gymnasium, Minimart, Playground, Security, Sauna, Lift, Parking, Swimming Pool",Suasana Lumayan,Danau Lumayan Sdn Bhd,Leasehold,"Jalan Tasik Permaisuri 2, Bandar Tun Razak, Cheras, Kuala Lumpur",2015.0,24,900,Condominium,1,Medium,Non Bumi Lot,510000,Kuala Lumpur,8,373.90029325513194
4.0,2.0,1142,"Minimart, Security, Gymnasium, Playground, Sauna, Parking, Lift, Swimming Pool",Suasana Lumayan,Danau Lumayan Sdn Bhd,Leasehold,"Jalan Tasik Permaisuri 2, Bandar Tun Razak, Cheras, Kuala Lumpur",2015.0,24,900,Condominium,1,,Non Bumi Lot,460000,Kuala Lumpur,8,402.8021015761821
1.0,1.0,547,"Security, Lift, Parking, Swimming Pool, Playground, Minimart, Gymnasium, Multipurpose hall, Sauna, Barbeque area",The Netizen @ Bandar Tun Hussein Onn,KEB Group,Freehold,"Jalan Lengkok 1-B, Taman Cheras Perdana, Batu 10, Cheras, Selangor",2019.0,,1196,Condominium,1,High,Non Bumi Lot,320000,Selangor,10,585.0091407678245
